,CODDEPTO,DEPARTAMENTO,CODMPIO,MUNICIPIO,value,year
1657,5,ANTIOQUIA,5237,DON MATÍAS,,2004
1658,5,ANTIOQUIA,5250,EL BAGRE,546.0,2004
1659,5,ANTIOQUIA,5284,FRONTINO,,2004
1660,5,ANTIOQUIA,5310,GÓMEZ PLATA,,2004
1661,5,ANTIOQUIA,5361,ITUANGO,135.0,2004
1662,5,ANTIOQUIA,5425,MACEO,,2004
1663,5,ANTIOQUIA,5475,MURINDÓ,,2004
1664,5,ANTIOQUIA,5480,MUTATÁ,,2004
1665,5,ANTIOQUIA,5483,NARIÑO,8.0,2004
1666,5,ANTIOQUIA,5495,NECHÍ,195.0,2004
1667,5,ANTIOQUIA,5490,NECOCLÍ,1.0,2004
1668,5,ANTIOQUIA,5579,PUERTO BERRÍO,,2004
1669,5,ANTIOQUIA,5585,PUERTO NARE,7.0,2004
1670,5,ANTIOQUIA,5591,PUERTO TRIUNFO,,2004
1671,5,ANTIOQUIA,5604,REMEDIOS,193.0,2004
1672,5,ANTIOQUIA,5628,SABANALARGA,,2004
1673,5,ANTIOQUIA,5647,SAN ANDRÉS,,2004
1674,5,ANTIOQUIA,5649,SAN CARLOS,,2004
1675,5,ANTIOQUIA,5652,SAN FRANCISCO,,2004
1676,5,ANTIOQUIA,5660,SAN LUIS,,2004
1677,5,ANTIOQUIA,5665,SAN PEDRO DE URABÁ,,2004
1678,5,ANTIOQUIA,5667,SAN RAFAEL,,2004
1679,5,ANTIOQUIA,5670,SAN ROQUE,,2004
1680,5,ANTIOQUIA,5686,SANTA ROSA DE OSOS,,2004
1681,5,ANTIOQUIA,5736,SEGOVIA,152.0,2004
1682,5,ANTIOQUIA,5756,SONSÓN,25.0,2004
1683,5,ANTIOQUIA,5790,TARAZÁ,1163.0,2004
1684,5,ANTIOQUIA,5819,TOLEDO,,2004
1685,5,ANTIOQUIA,5837,TURBO,21.0,2004
1686,5,ANTIOQUIA,5842,URAMITA,,2004
1687,5,ANTIOQUIA,5847,URRAO,14.0,2004
1688,5,ANTIOQUIA,5854,VALDIVIA,431.0,2004
1689,5,ANTIOQUIA,5858,VEGACHÍ,49.0,2004
1690,5,ANTIOQUIA,5873,VIGÍA DEL FUERTE,3.0,2004
1691,5,ANTIOQUIA,5885,YALÍ,27.0,2004
1692,5,ANTIOQUIA,5887,YARUMAL,68.0,2004
1693,5,ANTIOQUIA,5890,YOLOMBÓ,,2004
1694,5,ANTIOQUIA,5893,YONDÓ (Casabe),86.0,2004
1695,5,ANTIOQUIA,5895,ZARAGOZA,416.0,2004
1696,81,ARAUCA,81065,ARAUQUITA,939.0,2004
1697,81,ARAUCA,81300,FORTUL,252.0,2004
1698,81,ARAUCA,81591,PUERTO RONDÓN,10.0,2004
1699,81,ARAUCA,81736,SARAVENA,98.0,2004
1700,81,ARAUCA,81794,TAME,253.0,2004
1701,13,BOLÍVAR,13006,ACHÍ,,2004
1702,13,BOLÍVAR,13030,ALTOS DEL ROSARIO,42.97,2004
1703,13,BOLÍVAR,13042,ARENAL,109.0,2004
1704,13,BOLÍVAR,13074,BARRANCO DE LOBA,53.0,2004
1705,13,BOLÍVAR,13160,CANTAGALLO,229.0,2004
1706,13,BOLÍVAR,13268,EL PEÑÓN,2.12,2004
1707,13,BOLÍVAR,13458,MONTECRISTO,287.0,2004
1708,13,BOLÍVAR,13473,MORALES,78.0,2004
1709,13,BOLÍVAR,13490,NOROSI,,2004
1710,13,BOLÍVAR,13600,RIOVIEJO,242.0,2004
1711,13,BOLÍVAR,13655,SAN JACINTO DEL CAUCA,40.0,2004
1712,13,BOLÍVAR,13667,SAN MARTÍN DE LOBA,180.0,2004
1713,13,BOLÍVAR,13670,SAN PABLO,756.0,2004
1714,13,BOLÍVAR,13688,SANTA ROSA DEL SUR,925.0,2004
1715,13,BOLÍVAR,13744,SIMITÍ,388.0,2004
1716,13,BOLÍVAR,13810,TIQUISIO (Puerto Rico),69.0,2004
1717,15,BOYACÁ,15212,COPER,,2004
1718,15,BOYACÁ,15223,CUBARÁ,,2004
1719,15,BOYACÁ,15401,LA VICTORIA,,2004
1720,15,BOYACÁ,15442,MARIPÍ,10.0,2004
1721,15,BOYACÁ,15480,MUZO,11.0,2004
1722,15,BOYACÁ,15507,OTANCHE,84.0,2004
1723,15,BOYACÁ,15531,PAUNA,10.0,2004
1724,15,BOYACÁ,15572,PUERTO BOYACÁ,215.0,2004
1725,15,BOYACÁ,15580,QUÍPAMA,15.0,2004
1726,15,BOYACÁ,15681,SAN PABLO DE BORBUR,13.0,2004
1727,15,BOYACÁ,15696,SANTA SOFÍA,,2004
1728,15,BOYACÁ,15832,TUNUNGUÁ,1.08,2004
1729,17,CALDAS,17433,MANZANARES,,2004
1730,17,CALDAS,17495,NORCASIA,313.0,2004
1731,17,CALDAS,17541,PENSILVANIA,1.11,2004
1732,17,CALDAS,17662,SAMANÁ,41.0,2004
1733,17,CALDAS,17867,VICTORIA,2.97,2004
1734,18,CAQUETÁ,18029,ALBANIA,698.0,2004
1735,18,CAQUETÁ,18094,BELÉN DE LOS ANDAQUÍES,112.0,2004
1736,18,CAQUETÁ,18150,CARTAGENA DEL CHAIRÁ,1203.0,2004
1737,18,CAQUETÁ,18205,CURILLO,252.0,2004
1738,18,CAQUETÁ,18247,EL DONCELLO,13.0,2004
1739,18,CAQUETÁ,18256,EL PAUJIL,30.0,2004
1740,18,CAQUETÁ,18001,FLORENCIA,90.0,2004
1741,18,CAQUETÁ,18460,MILÁN,348.0,2004
1742,18,CAQUETÁ,18410,MONTAÑITA,188.0,2004
1743,18,CAQUETÁ,18479,MORELIA,554.0,2004
1744,18,CAQUETÁ,18592,PUERTO RICO,279.0,2004
1745,18,CAQUETÁ,18610,SAN JOSÉ DEL FRAGUA,209.0,2004
1746,18,CAQUETÁ,18753,SAN VICENTE DEL CAGUÁN,603.0,2004
1747,18,CAQUETÁ,18756,SOLANO,516.0,2004
1748,18,CAQUETÁ,18785,SOLITA,309.0,2004
1749,18,CAQUETÁ,18860,VALPARAÍSO,1094.0,2004
1750,19,CAUCA,19022,ALMAGUER,,2004
1751,19,CAUCA,19050,ARGELIA,65.0,2004
1752,19,CAUCA,19075,BALBOA,23.0,2004
1753,19,CAUCA,19100,BOLÍVAR,,2004
1754,19,CAUCA,19110,BUENOS AIRES,,2004
1755,19,CAUCA,19130,CAJIBÍO,,2004
1756,19,CAUCA,19142,CALOTO,,2004
1757,19,CAUCA,19212,CORINTO,,2004
1758,19,CAUCA,19256,EL TAMBO,203.0,2004
1759,19,CAUCA,19290,FLORENCIA,,2004
1760,19,CAUCA,19318,GUAPI,374.0,2004
1761,19,CAUCA,19392,LA SIERRA,,2004
1762,19,CAUCA,19397,LA VEGA,,2004
1763,19,CAUCA,19418,LÓPEZ,59.0,2004
1764,19,CAUCA,19450,MERCADERES,,2004
1765,19,CAUCA,19455,MIRANDA,,2004
1766,19,CAUCA,19473,MORALES,,2004
1767,19,CAUCA,19532,PATÍA  (El Bordo),,2004
1768,19,CAUCA,19533,PIAMONTE,281.0,2004
1769,19,CAUCA,19622,ROSAS,,2004
1770,19,CAUCA,19701,SANTA ROSA,,2004
1771,19,CAUCA,19760,SOTARÁ (Paispamba),,2004
1772,19,CAUCA,19780,SUÁREZ,,2004
1773,19,CAUCA,19785,SUCRE,,2004
1774,19,CAUCA,19807,TIMBÍO,,2004
1775,19,CAUCA,19809,TIMBIQUÍ,260.31,2004
1776,19,CAUCA,19821,TORIBÍO,,2004
1777,20,CESAR,20011,AGUACHICA,,2004
1778,20,CESAR,20178,CHIRIGUANÁ,,2004
1779,20,CESAR,20310,GONZÁLEZ,,2004
1780,20,CESAR,20383,LA GLORIA,,2004
1781,20,CESAR,20517,PAILITAS,,2004
1782,20,CESAR,20550,PELAYA,,2004
1783,20,CESAR,20710,SAN ALBERTO,,2004
1784,20,CESAR,20770,SAN MARTÍN,,2004
1785,27,CHOCÓ,27006,ACANDÍ,,2004
1786,27,CHOCÓ,27025,ALTO BAUDÓ (Pie de Pató),12.0,2004
1787,27,CHOCÓ,27050,ATRATO (Yuto),,2004
1788,27,CHOCÓ,27075,BAHÍA SOLANO (Mutis),,2004
1789,27,CHOCÓ,27077,BAJO BAUDÓ  (Pizarro),78.0,2004
1790,27,CHOCÓ,27099,BOJAYÁ (Bellavista),,2004
1791,27,CHOCÓ,27150,CARMEN DEL DARIÉN  (Curbaradó),,2004
1792,27,CHOCÓ,27205,CONDOTO,1.0,2004
1793,27,CHOCÓ,27135,EL CANTÓN DEL SAN PABLO,12.0,2004
1794,27,CHOCÓ,27250,EL LITORAL DEL SAN JUAN,1.26,2004
1795,27,CHOCÓ,27361,ISTMINA,36.0,2004
1796,27,CHOCÓ,27372,JURADÓ,,2004
1797,27,CHOCÓ,27413,LLORÓ,,2004
1798,27,CHOCÓ,27425,MEDIO ATRATO (Beté),,2004
1799,27,CHOCÓ,27430,MEDIO BAUDÓ (Boca de Pepé),11.0,2004
1800,27,CHOCÓ,27450,MEDIO SAN JUAN (Andagoya),,2004
1801,27,CHOCÓ,27491,NÓVITA,30.0,2004
1802,27,CHOCÓ,27495,NUQUÍ,2.0,2004
1803,27,CHOCÓ,27001,QUIBDÓ,,2004
1804,27,CHOCÓ,27580,RÍO IRÓ (Santa Rita),,2004
1805,27,CHOCÓ,27600,RÍO QUITO (Paimadó),9.0,2004
1806,27,CHOCÓ,27615,RIOSUCIO,,2004
1807,27,CHOCÓ,27660,SAN JOSÉ DEL PALMAR,,2004
1808,27,CHOCÓ,27745,SIPÍ,127.0,2004
1809,27,CHOCÓ,27787,TADÓ,2.0,2004
1810,27,CHOCÓ,27800,UNGUÍA,,2004
1811,27,CHOCÓ,27810,UNIÓN PANAMERICANA (Ánimas),2.07,2004
1812,23,CÓRDOBA,23350,LA APARTADA,,2004
1813,23,CÓRDOBA,23466,MONTELÍBANO,428.0,2004
1814,23,CÓRDOBA,23580,PUERTO LIBERTADOR,339.0,2004
1815,23,CÓRDOBA,23682,SAN JOSÉ DE URÉ,,2004
1816,23,CÓRDOBA,23807,TIERRALTA,669.0,2004
1817,23,CÓRDOBA,23855,VALENCIA,99.0,2004
1818,25,CUNDINAMARCA,25148,CAPARRAPÍ,,2004
1819,25,CUNDINAMARCA,25518,PAIME,4.0,2004
1820,25,CUNDINAMARCA,25823,TOPAIPÍ,8.0,2004
1821,25,CUNDINAMARCA,25885,YACOPÍ,60.0,2004
1822,94,GUAINÍA,94343,BARRANCO MINA (Cor. Departamental),342.0,2004
1823,94,GUAINÍA,94001,INIRIDA,134.0,2004
1824,94,GUAINÍA,94663,MAPIRIPANA (Cor. Departamental),,2004
1825,94,GUAINÍA,94888,MORICHAL (Morichal Nuevo) (Cor. Departamental),185.0,2004
1826,94,GUAINÍA,94887,PANÁ PANÁ (Campo Alegre) (Cor. Departamental),43.0,2004
1827,94,GUAINÍA,94884,PUERTO COLOMBIA (Cor. Departamental),17.28,2004
1828,95,GUAVIARE,95015,CALAMAR,1186.0,2004
1829,95,GUAVIARE,95025,EL RETORNO,3183.0,2004
1830,95,GUAVIARE,95200,MIRAFLORES,1646.0,2004
1831,95,GUAVIARE,95001,SAN JOSÉ DEL GUAVIARE,3755.0,2004
1832,44,LA GUAJIRA,44090,DIBULLA,556.0,2004
1833,44,LA GUAJIRA,44001,RIOHACHA,,2004
1834,44,LA GUAJIRA,44650,SAN JUAN DEL CESAR,,2004
1835,47,MAGDALENA,47053,ARACATACA,,2004
1836,47,MAGDALENA,47189,CIÉNAGA,6.0,2004
1837,47,MAGDALENA,47288,FUNDACIÓN,,2004
1838,47,MAGDALENA,47001,SANTA MARTA (Distrito Turístico Cultural e Histórico),700.0,2004
1839,50,META,50251,EL CASTILLO,,2004
1840,50,META,50350,LA MACARENA,1422.0,2004
1841,50,META,50400,LEJANÍAS,,2004
1842,50,META,50325,MAPIRIPÁN,2657.0,2004
1843,50,META,50330,MESETAS,262.0,2004
1844,50,META,50450,PUERTO CONCORDIA,943.0,2004
1845,50,META,50568,PUERTO GAITÁN,1518.0,2004
1846,50,META,50577,PUERTO LLERAS,1261.0,2004
1847,50,META,50573,PUERTO LÓPEZ,,2004
1848,50,META,50590,PUERTO RICO,6393.0,2004
1849,50,META,50683,SAN JUAN DE ARAMA,18.0,2004
1850,50,META,50689,SAN MARTÍN,161.0,2004
1851,50,META,50370,URIBE,632.0,2004
1852,50,META,50711,VISTAHERMOSA,3473.0,2004
1853,52,NARIÑO,52019,ALBÁN (San José),,2004
1854,52,NARIÑO,52036,ANCUYA,,2004
1855,52,NARIÑO,52079,BARBACOAS,1469.0,2004
1856,52,NARIÑO,52110,BUESACO,,2004
1857,52,NARIÑO,52207,CONSACÁ,,2004
1858,52,NARIÑO,52210,CONTADERO,,2004
1859,52,NARIÑO,52215,CÓRDOBA,,2004
1860,52,NARIÑO,52227,CUMBAL,,2004
1861,52,NARIÑO,52233,CUMBITARA,127.2,2004
1862,52,NARIÑO,52250,EL CHARCO,649.0,2004
1863,52,NARIÑO,52254,EL PEÑOL,,2004
1864,52,NARIÑO,52256,EL ROSARIO,221.0,2004
1865,52,NARIÑO,52260,EL TAMBO,,2004
1866,52,NARIÑO,52520,FRANCISCO PIZARRO (Salahonda),107.0,2004
1867,52,NARIÑO,52356,IPIALES,520.0,2004
1868,52,NARIÑO,52381,LA FLORIDA,,2004
1869,52,NARIÑO,52385,LA LLANADA,,2004
1870,52,NARIÑO,52390,LA TOLA,94.0,2004
1871,52,NARIÑO,52405,LEIVA,40.0,2004
1872,52,NARIÑO,52411,LINARES,,2004
1873,52,NARIÑO,52418,LOS ANDES (Sotomayor),,2004
1874,52,NARIÑO,52427,MAGÜÍ (Payán),2175.0,2004
1875,52,NARIÑO,52435,MALLAMA (Piedrancha),,2004
1876,52,NARIÑO,52473,MOSQUERA,289.0,2004
1877,52,NARIÑO,52490,OLAYA HERRERA (Bocas de Satinga),575.0,2004
1878,52,NARIÑO,52540,POLICARPA,236.0,2004
1879,52,NARIÑO,52573,PUERRES,,2004
1880,52,NARIÑO,52612,RICAURTE,93.0,2004
1881,52,NARIÑO,52621,ROBERTO PAYÁN (San José),2409.0,2004
1882,52,NARIÑO,52678,SAMANIEGO,,2004
1883,52,NARIÑO,52693,SAN PABLO,,2004
1884,52,NARIÑO,52683,SANDONÁ,,2004
1885,52,NARIÑO,52696,SANTA BÁRBARA (Iscuandé),345.0,2004
1886,52,NARIÑO,52699,SANTA CRUZ (Guachavés),,2004
1887,52,NARIÑO,52835,TUMACO,4806.0,2004
1888,54,NORTE DE SANTANDER,54003,ÁBREGO,7.0,2004
1889,54,NORTE DE SANTANDER,54109,BUCARASICA,,2004
1890,54,NORTE DE SANTANDER,54128,CÁCHIRA,,2004
1891,54,NORTE DE SANTANDER,54206,CONVENCIÓN,181.0,2004
1892,54,NORTE DE SANTANDER,54001,CÚCUTA,17.0,2004
1893,54,NORTE DE SANTANDER,54245,EL CARMEN,212.0,2004
1894,54,NORTE DE SANTANDER,54250,EL TARRA,783.0,2004
1895,54,NORTE DE SANTANDER,54261,EL ZULIA,22.0,2004
1896,54,NORTE DE SANTANDER,54344,HACARÍ,74.0,2004
1897,54,NORTE DE SANTANDER,54385,LA ESPERANZA,,2004
1898,54,NORTE DE SANTANDER,54398,LA PLAYA,,2004
1899,54,NORTE DE SANTANDER,54418,LOURDES,,2004
1900,54,NORTE DE SANTANDER,54498,OCAÑA,,2004
1901,54,NORTE DE SANTANDER,54670,SAN CALIXTO,136.0,2004
1902,54,NORTE DE SANTANDER,54720,SARDINATA,158.0,2004
1903,54,NORTE DE SANTANDER,54800,TEORAMA,200.0,2004
1904,54,NORTE DE SANTANDER,54810,TIBÚ,1266.0,2004
1905,54,NORTE DE SANTANDER,54820,TOLEDO,,2004
1906,86,PUTUMAYO,86001,MOCOA,27.04,2004
1907,86,PUTUMAYO,86320,ORITO,516.0,2004
1908,86,PUTUMAYO,86568,PUERTO ASÍS,543.0,2004
1909,86,PUTUMAYO,86569,PUERTO CAICEDO,141.0,2004
1910,86,PUTUMAYO,86571,PUERTO GUZMÁN,1050.0,2004
1911,86,PUTUMAYO,86573,PUERTO LEGUÍZAMO,1275.0,2004
1912,86,PUTUMAYO,86757,SAN MIGUEL (La Dorada),194.4,2004
1913,86,PUTUMAYO,86760,SANTIAGO,,2004
1914,86,PUTUMAYO,86865,VALLE DEL GUAMUEZ (La Hormiga),471.0,2004
1915,86,PUTUMAYO,86885,VILLAGARZÓN,169.0,2004
1916,68,SANTANDER,68020,ALBANIA,2.07,2004
1917,68,SANTANDER,68081,BARRANCABERMEJA,,2004
1918,68,SANTANDER,68092,BETULIA,62.0,2004
1919,68,SANTANDER,68101,BOLÍVAR,487.0,2004
1920,68,SANTANDER,68176,CHIMA,,2004
1921,68,SANTANDER,68190,CIMITARRA,157.0,2004
1922,68,SANTANDER,68209,CONFINES,,2004
1923,68,SANTANDER,68211,CONTRATACIÓN,,2004
1924,68,SANTANDER,68235,EL CARMEN,,2004
1925,68,SANTANDER,68250,EL PEÑÓN,24.0,2004
1926,68,SANTANDER,68255,EL PLAYÓN,,2004
1927,68,SANTANDER,68271,FLORIÁN,7.0,2004
1928,68,SANTANDER,68307,GIRÓN,,2004
1929,68,SANTANDER,68322,GUAPOTÁ,1.0,2004
1930,68,SANTANDER,68324,GUAVATÁ,14.32,2004
1931,68,SANTANDER,68344,HATO,,2004
1932,68,SANTANDER,68377,LA BELLEZA,96.0,2004
1933,68,SANTANDER,68397,LA PAZ,1.0,2004
1934,68,SANTANDER,68385,LANDÁZURI,23.18,2004
1935,68,SANTANDER,68522,PALMAR,,2004
1936,68,SANTANDER,68524,PALMAS DEL SOCORRO,,2004
1937,68,SANTANDER,68573,PUERTO PARRA,5.0,2004
1938,68,SANTANDER,68615,RIONEGRO,,2004
1939,68,SANTANDER,68655,SABANA DE TORRES,,2004
1940,68,SANTANDER,68689,SAN VICENTE DE CHUCURÍ,18.81,2004
1941,68,SANTANDER,68720,SANTA HELENA DEL OPÓN,21.0,2004
1942,68,SANTANDER,68745,SIMACOTA,20.0,2004
1943,68,SANTANDER,68755,SOCORRO,,2004
1944,68,SANTANDER,68773,SUCRE,173.0,2004
1945,68,SANTANDER,68861,VÉLEZ,12.18,2004
1946,76,VALLE DEL CAUCA,76100,BOLÍVAR,0.97,2004
1947,76,VALLE DEL CAUCA,76109,BUENAVENTURA,44.0,2004
1948,76,VALLE DEL CAUCA,76001,CALI,,2004
1949,76,VALLE DEL CAUCA,76126,CALIMA (El Darién),,2004
1950,76,VALLE DEL CAUCA,76233,DAGUA,,2004
1951,76,VALLE DEL CAUCA,76364,JAMUNDÍ,,2004
1952,76,VALLE DEL CAUCA,76834,TULUÁ,,2004
1953,97,VAUPÉS,97161,CARURÚ,638.0,2004
1954,97,VAUPÉS,97001,MITÚ,389.0,2004
1955,97,VAUPÉS,97511,PACOA (Cor. Departamental),,2004
1956,97,VAUPÉS,97777,PAPUNAUA (Cor. Departamental),33.0,2004
1957,97,VAUPÉS,97666,TARAIRA,,2004
1958,97,VAUPÉS,97889,YAVARATÉ (Cor. Departamental),23.69,2004
1959,99,VICHADA,99773,CUMARIBO,4629.0,2004
1960,99,VICHADA,99524,LA PRIMAVERA,63.0,2004
1961,99,VICHADA,99624,SANTA ROSALÍA,,2004
1962,91,AMAZONAS,91263,EL ENCANTO (Cor. Departamental),382.0,2005
1963,91,AMAZONAS,91405,LA CHORRERA (Cor. Departamental),257.0,2005
1964,91,AMAZONAS,91407,LA PEDRERA (Cor. Departamental),,2005
1965,91,AMAZONAS,91430,LA VICTORIA (Pacoa) (Cor. Departamental),,2005
1966,91,AMAZONAS,91460,MIRITÍ-PARANÁ (Campoamor) (Cor. Departamental),12.0,2005
1967,91,AMAZONAS,91530,PUERTO ALEGRÍA (Cor. Departamental),210.0,2005
1968,91,AMAZONAS,91536,PUERTO ARICA (Cor. Departamental),,2005
1969,91,AMAZONAS,91669,SANTANDER (Araracuara) (Cor. Departamental),36.0,2005
1970,5,ANTIOQUIA,5031,AMALFI,210.0,2005
1971,5,ANTIOQUIA,5040,ANORÍ,759.0,2005
1972,5,ANTIOQUIA,5045,APARTADÓ,,2005
1973,5,ANTIOQUIA,5055,ARGELIA,21.0,2005
1974,5,ANTIOQUIA,5107,BRICEÑO,115.0,2005
1975,5,ANTIOQUIA,5120,CÁCERES,650.0,2005
1976,5,ANTIOQUIA,5134,CAMPAMENTO,28.0,2005
1977,5,ANTIOQUIA,5142,CARACOLÍ,,2005
1978,5,ANTIOQUIA,5147,CAREPA,,2005
1979,5,ANTIOQUIA,5148,CARMEN DE VIBORAL,,2005
1980,5,ANTIOQUIA,5154,CAUCASIA,2.0,2005
1981,5,ANTIOQUIA,5172,CHIGORODÓ,,2005
1982,5,ANTIOQUIA,5197,COCORNÁ,,2005
1983,5,ANTIOQUIA,5234,DABEIBA,,2005
1984,5,ANTIOQUIA,5237,DON MATÍAS,,2005
1985,5,ANTIOQUIA,5250,EL BAGRE,721.0,2005
1986,5,ANTIOQUIA,5284,FRONTINO,,2005
1987,5,ANTIOQUIA,5310,GÓMEZ PLATA,,2005
1988,5,ANTIOQUIA,5361,ITUANGO,161.0,2005
1989,5,ANTIOQUIA,5425,MACEO,,2005
1990,5,ANTIOQUIA,5475,MURINDÓ,,2005
1991,5,ANTIOQUIA,5480,MUTATÁ,,2005
1992,5,ANTIOQUIA,5483,NARIÑO,1.0,2005
1993,5,ANTIOQUIA,5495,NECHÍ,365.0,2005
1994,5,ANTIOQUIA,5490,NECOCLÍ,,2005
1995,5,ANTIOQUIA,5579,PUERTO BERRÍO,,2005
1996,5,ANTIOQUIA,5585,PUERTO NARE,2.0,2005
1997,5,ANTIOQUIA,5591,PUERTO TRIUNFO,,2005
1998,5,ANTIOQUIA,5604,REMEDIOS,202.0,2005
1999,5,ANTIOQUIA,5628,SABANALARGA,,2005
2000,5,ANTIOQUIA,5647,SAN ANDRÉS,,2005
2001,5,ANTIOQUIA,5649,SAN CARLOS,,2005
2002,5,ANTIOQUIA,5652,SAN FRANCISCO,27.0,2005
2003,5,ANTIOQUIA,5660,SAN LUIS,83.0,2005
2004,5,ANTIOQUIA,5665,SAN PEDRO DE URABÁ,,2005
2005,5,ANTIOQUIA,5667,SAN RAFAEL,,2005
2006,5,ANTIOQUIA,5670,SAN ROQUE,,2005
2007,5,ANTIOQUIA,5686,SANTA ROSA DE OSOS,,2005
2008,5,ANTIOQUIA,5736,SEGOVIA,403.0,2005
2009,5,ANTIOQUIA,5756,SONSÓN,41.0,2005
2010,5,ANTIOQUIA,5790,TARAZÁ,1402.0,2005
2011,5,ANTIOQUIA,5819,TOLEDO,,2005
2012,5,ANTIOQUIA,5837,TURBO,,2005
2013,5,ANTIOQUIA,5842,URAMITA,,2005
2014,5,ANTIOQUIA,5847,URRAO,,2005
2015,5,ANTIOQUIA,5854,VALDIVIA,467.0,2005
2016,5,ANTIOQUIA,5858,VEGACHÍ,38.0,2005
2017,5,ANTIOQUIA,5873,VIGÍA DEL FUERTE,,2005
2018,5,ANTIOQUIA,5885,YALÍ,22.0,2005
2019,5,ANTIOQUIA,5887,YARUMAL,6.0,2005
2020,5,ANTIOQUIA,5890,YOLOMBÓ,,2005
2021,5,ANTIOQUIA,5893,YONDÓ (Casabe),88.0,2005
2022,5,ANTIOQUIA,5895,ZARAGOZA,600.0,2005
2023,81,ARAUCA,81065,ARAUQUITA,1165.0,2005
2024,81,ARAUCA,81300,FORTUL,249.0,2005
2025,81,ARAUCA,81591,PUERTO RONDÓN,36.0,2005
2026,81,ARAUCA,81736,SARAVENA,184.0,2005
2027,81,ARAUCA,81794,TAME,249.0,2005
2028,13,BOLÍVAR,13006,ACHÍ,3.0,2005
2029,13,BOLÍVAR,13030,ALTOS DEL ROSARIO,58.0,2005
2030,13,BOLÍVAR,13042,ARENAL,150.0,2005
2031,13,BOLÍVAR,13074,BARRANCO DE LOBA,82.0,2005
2032,13,BOLÍVAR,13160,CANTAGALLO,333.0,2005
2033,13,BOLÍVAR,13268,EL PEÑÓN,,2005
2034,13,BOLÍVAR,13458,MONTECRISTO,255.0,2005
2035,13,BOLÍVAR,13473,MORALES,115.0,2005
2036,13,BOLÍVAR,13490,NOROSI,,2005
2037,13,BOLÍVAR,13600,RIOVIEJO,323.0,2005
2038,13,BOLÍVAR,13655,SAN JACINTO DEL CAUCA,47.0,2005
2039,13,BOLÍVAR,13667,SAN MARTÍN DE LOBA,176.0,2005
2040,13,BOLÍVAR,13670,SAN PABLO,638.0,2005
2041,13,BOLÍVAR,13688,SANTA ROSA DEL SUR,1152.0,2005
2042,13,BOLÍVAR,13744,SIMITÍ,188.0,2005
2043,13,BOLÍVAR,13810,TIQUISIO (Puerto Rico),150.0,2005
2044,15,BOYACÁ,15212,COPER,,2005
2045,15,BOYACÁ,15223,CUBARÁ,,2005
2046,15,BOYACÁ,15401,LA VICTORIA,,2005
2047,15,BOYACÁ,15442,MARIPÍ,,2005
2048,15,BOYACÁ,15480,MUZO,2.0,2005
2049,15,BOYACÁ,15507,OTANCHE,101.0,2005
2050,15,BOYACÁ,15531,PAUNA,14.0,2005
2051,15,BOYACÁ,15572,PUERTO BOYACÁ,206.0,2005
2052,15,BOYACÁ,15580,QUÍPAMA,10.0,2005
2053,15,BOYACÁ,15681,SAN PABLO DE BORBUR,9.0,2005
2054,15,BOYACÁ,15696,SANTA SOFÍA,,2005
2055,15,BOYACÁ,15832,TUNUNGUÁ,,2005
2056,17,CALDAS,17433,MANZANARES,,2005
2057,17,CALDAS,17495,NORCASIA,46.0,2005
2058,17,CALDAS,17541,PENSILVANIA,7.46,2005
2059,17,CALDAS,17662,SAMANÁ,132.0,2005
2060,17,CALDAS,17867,VICTORIA,4.0,2005
2061,18,CAQUETÁ,18029,ALBANIA,149.0,2005
2062,18,CAQUETÁ,18094,BELÉN DE LOS ANDAQUÍES,157.0,2005
2063,18,CAQUETÁ,18150,CARTAGENA DEL CHAIRÁ,1836.0,2005
2064,18,CAQUETÁ,18205,CURILLO,253.0,2005
2065,18,CAQUETÁ,18247,EL DONCELLO,52.0,2005
2066,18,CAQUETÁ,18256,EL PAUJIL,29.0,2005
2067,18,CAQUETÁ,18001,FLORENCIA,6.0,2005
2068,18,CAQUETÁ,18460,MILÁN,255.0,2005
2069,18,CAQUETÁ,18410,MONTAÑITA,316.0,2005
2070,18,CAQUETÁ,18479,MORELIA,2.0,2005
2071,18,CAQUETÁ,18592,PUERTO RICO,91.0,2005
2072,18,CAQUETÁ,18610,SAN JOSÉ DEL FRAGUA,311.0,2005
2073,18,CAQUETÁ,18753,SAN VICENTE DEL CAGUÁN,231.0,2005
2074,18,CAQUETÁ,18756,SOLANO,1015.0,2005
2075,18,CAQUETÁ,18785,SOLITA,103.0,2005
2076,18,CAQUETÁ,18860,VALPARAÍSO,182.0,2005
2077,19,CAUCA,19022,ALMAGUER,,2005
2078,19,CAUCA,19050,ARGELIA,153.0,2005
2079,19,CAUCA,19075,BALBOA,24.0,2005
2080,19,CAUCA,19100,BOLÍVAR,3.0,2005
2081,19,CAUCA,19110,BUENOS AIRES,,2005
2082,19,CAUCA,19130,CAJIBÍO,4.0,2005
2083,19,CAUCA,19142,CALOTO,,2005
2084,19,CAUCA,19212,CORINTO,,2005
2085,19,CAUCA,19256,EL TAMBO,629.0,2005
2086,19,CAUCA,19290,FLORENCIA,,2005
2087,19,CAUCA,19318,GUAPI,489.0,2005
2088,19,CAUCA,19392,LA SIERRA,,2005
2089,19,CAUCA,19397,LA VEGA,,2005
2090,19,CAUCA,19418,LÓPEZ,63.0,2005
2091,19,CAUCA,19450,MERCADERES,,2005
2092,19,CAUCA,19455,MIRANDA,,2005
