,CODDEPTO,DEPARTAMENTO,CODMPIO,MUNICIPIO,value,year
457,19,CAUCA,19455,MIRANDA,,2000
458,19,CAUCA,19473,MORALES,,2000
459,19,CAUCA,19532,PATÍA  (El Bordo),,2000
460,19,CAUCA,19533,PIAMONTE,1684.77,2000
461,19,CAUCA,19622,ROSAS,,2000
462,19,CAUCA,19701,SANTA ROSA,351.7,2000
463,19,CAUCA,19760,SOTARÁ (Paispamba),,2000
464,19,CAUCA,19780,SUÁREZ,,2000
465,19,CAUCA,19785,SUCRE,,2000
466,19,CAUCA,19807,TIMBÍO,,2000
467,19,CAUCA,19809,TIMBIQUÍ,69.23,2000
468,19,CAUCA,19821,TORIBÍO,,2000
469,20,CESAR,20011,AGUACHICA,153.1,2000
470,20,CESAR,20178,CHIRIGUANÁ,,2000
471,20,CESAR,20310,GONZÁLEZ,,2000
472,20,CESAR,20383,LA GLORIA,15.79,2000
473,20,CESAR,20517,PAILITAS,29.72,2000
474,20,CESAR,20550,PELAYA,91.66,2000
475,20,CESAR,20710,SAN ALBERTO,131.42,2000
476,20,CESAR,20770,SAN MARTÍN,357.05,2000
477,27,CHOCÓ,27006,ACANDÍ,,2000
478,27,CHOCÓ,27025,ALTO BAUDÓ (Pie de Pató),,2000
479,27,CHOCÓ,27050,ATRATO (Yuto),,2000
480,27,CHOCÓ,27075,BAHÍA SOLANO (Mutis),,2000
481,27,CHOCÓ,27077,BAJO BAUDÓ  (Pizarro),,2000
482,27,CHOCÓ,27099,BOJAYÁ (Bellavista),,2000
483,27,CHOCÓ,27150,CARMEN DEL DARIÉN  (Curbaradó),,2000
484,27,CHOCÓ,27205,CONDOTO,,2000
485,27,CHOCÓ,27135,EL CANTÓN DEL SAN PABLO,,2000
486,27,CHOCÓ,27250,EL LITORAL DEL SAN JUAN,,2000
487,27,CHOCÓ,27361,ISTMINA,,2000
488,27,CHOCÓ,27372,JURADÓ,,2000
489,27,CHOCÓ,27413,LLORÓ,,2000
490,27,CHOCÓ,27425,MEDIO ATRATO (Beté),,2000
491,27,CHOCÓ,27430,MEDIO BAUDÓ (Boca de Pepé),,2000
492,27,CHOCÓ,27450,MEDIO SAN JUAN (Andagoya),,2000
493,27,CHOCÓ,27491,NÓVITA,,2000
494,27,CHOCÓ,27495,NUQUÍ,,2000
495,27,CHOCÓ,27001,QUIBDÓ,,2000
496,27,CHOCÓ,27580,RÍO IRÓ (Santa Rita),,2000
497,27,CHOCÓ,27600,RÍO QUITO (Paimadó),,2000
498,27,CHOCÓ,27615,RIOSUCIO,250.0,2000
499,27,CHOCÓ,27660,SAN JOSÉ DEL PALMAR,,2000
500,27,CHOCÓ,27745,SIPÍ,,2000
501,27,CHOCÓ,27787,TADÓ,,2000
502,27,CHOCÓ,27800,UNGUÍA,,2000
503,27,CHOCÓ,27810,UNIÓN PANAMERICANA (Ánimas),,2000
504,23,CÓRDOBA,23350,LA APARTADA,,2000
505,23,CÓRDOBA,23466,MONTELÍBANO,48.41,2000
506,23,CÓRDOBA,23580,PUERTO LIBERTADOR,54.83,2000
507,23,CÓRDOBA,23682,SAN JOSÉ DE URÉ,,2000
508,23,CÓRDOBA,23807,TIERRALTA,13.44,2000
509,23,CÓRDOBA,23855,VALENCIA,,2000
510,25,CUNDINAMARCA,25148,CAPARRAPÍ,,2000
511,25,CUNDINAMARCA,25518,PAIME,,2000
512,25,CUNDINAMARCA,25823,TOPAIPÍ,,2000
513,25,CUNDINAMARCA,25885,YACOPÍ,65.8,2000
514,94,GUAINÍA,94343,BARRANCO MINA (Cor. Departamental),542.21,2000
515,94,GUAINÍA,94001,INIRIDA,37.22,2000
516,94,GUAINÍA,94663,MAPIRIPANA (Cor. Departamental),,2000
517,94,GUAINÍA,94888,MORICHAL (Morichal Nuevo) (Cor. Departamental),238.66,2000
518,94,GUAINÍA,94887,PANÁ PANÁ (Campo Alegre) (Cor. Departamental),34.9,2000
519,94,GUAINÍA,94884,PUERTO COLOMBIA (Cor. Departamental),,2000
520,95,GUAVIARE,95015,CALAMAR,2926.32,2000
521,95,GUAVIARE,95025,EL RETORNO,2235.62,2000
522,95,GUAVIARE,95200,MIRAFLORES,9770.62,2000
523,95,GUAVIARE,95001,SAN JOSÉ DEL GUAVIARE,2686.49,2000
524,44,LA GUAJIRA,44090,DIBULLA,138.11,2000
525,44,LA GUAJIRA,44001,RIOHACHA,107.11,2000
526,44,LA GUAJIRA,44650,SAN JUAN DEL CESAR,76.62,2000
527,47,MAGDALENA,47053,ARACATACA,,2000
528,47,MAGDALENA,47189,CIÉNAGA,9.63,2000
529,47,MAGDALENA,47288,FUNDACIÓN,,2000
530,47,MAGDALENA,47001,SANTA MARTA (Distrito Turístico Cultural e Histórico),190.84,2000
531,50,META,50251,EL CASTILLO,0.48,2000
532,50,META,50350,LA MACARENA,4829.34,2000
533,50,META,50400,LEJANÍAS,,2000
534,50,META,50325,MAPIRIPÁN,1360.56,2000
535,50,META,50330,MESETAS,908.93,2000
536,50,META,50450,PUERTO CONCORDIA,144.44,2000
537,50,META,50568,PUERTO GAITÁN,22.12,2000
538,50,META,50577,PUERTO LLERAS,195.83,2000
539,50,META,50573,PUERTO LÓPEZ,,2000
540,50,META,50590,PUERTO RICO,1736.93,2000
541,50,META,50683,SAN JUAN DE ARAMA,19.63,2000
542,50,META,50689,SAN MARTÍN,,2000
543,50,META,50370,URIBE,1168.55,2000
544,50,META,50711,VISTAHERMOSA,736.47,2000
545,52,NARIÑO,52019,ALBÁN (San José),,2000
546,52,NARIÑO,52036,ANCUYA,,2000
547,52,NARIÑO,52079,BARBACOAS,1769.58,2000
548,52,NARIÑO,52110,BUESACO,,2000
549,52,NARIÑO,52207,CONSACÁ,,2000
550,52,NARIÑO,52210,CONTADERO,,2000
551,52,NARIÑO,52215,CÓRDOBA,,2000
552,52,NARIÑO,52227,CUMBAL,,2000
553,52,NARIÑO,52233,CUMBITARA,11.11,2000
554,52,NARIÑO,52250,EL CHARCO,665.51,2000
555,52,NARIÑO,52254,EL PEÑOL,,2000
556,52,NARIÑO,52256,EL ROSARIO,56.79,2000
557,52,NARIÑO,52260,EL TAMBO,,2000
558,52,NARIÑO,52520,FRANCISCO PIZARRO (Salahonda),13.92,2000
559,52,NARIÑO,52356,IPIALES,2139.72,2000
560,52,NARIÑO,52381,LA FLORIDA,,2000
561,52,NARIÑO,52385,LA LLANADA,,2000
562,52,NARIÑO,52390,LA TOLA,13.66,2000
563,52,NARIÑO,52405,LEIVA,,2000
564,52,NARIÑO,52411,LINARES,,2000
565,52,NARIÑO,52418,LOS ANDES (Sotomayor),,2000
566,52,NARIÑO,52427,MAGÜÍ (Payán),1708.84,2000
567,52,NARIÑO,52435,MALLAMA (Piedrancha),,2000
568,52,NARIÑO,52473,MOSQUERA,,2000
569,52,NARIÑO,52490,OLAYA HERRERA (Bocas de Satinga),12.85,2000
570,52,NARIÑO,52540,POLICARPA,12.6,2000
571,52,NARIÑO,52573,PUERRES,,2000
572,52,NARIÑO,52612,RICAURTE,1.55,2000
573,52,NARIÑO,52621,ROBERTO PAYÁN (San José),1008.37,2000
574,52,NARIÑO,52678,SAMANIEGO,54.64,2000
575,52,NARIÑO,52693,SAN PABLO,,2000
576,52,NARIÑO,52683,SANDONÁ,,2000
577,52,NARIÑO,52696,SANTA BÁRBARA (Iscuandé),63.37,2000
578,52,NARIÑO,52699,SANTA CRUZ (Guachavés),,2000
579,52,NARIÑO,52835,TUMACO,1810.85,2000
580,54,NORTE DE SANTANDER,54003,ÁBREGO,26.45,2000
581,54,NORTE DE SANTANDER,54109,BUCARASICA,,2000
582,54,NORTE DE SANTANDER,54128,CÁCHIRA,40.49,2000
583,54,NORTE DE SANTANDER,54206,CONVENCIÓN,136.51,2000
584,54,NORTE DE SANTANDER,54001,CÚCUTA,72.18,2000
585,54,NORTE DE SANTANDER,54245,EL CARMEN,73.7,2000
586,54,NORTE DE SANTANDER,54250,EL TARRA,999.53,2000
587,54,NORTE DE SANTANDER,54261,EL ZULIA,31.82,2000
588,54,NORTE DE SANTANDER,54344,HACARÍ,149.24,2000
589,54,NORTE DE SANTANDER,54385,LA ESPERANZA,146.52,2000
590,54,NORTE DE SANTANDER,54398,LA PLAYA,5.29,2000
591,54,NORTE DE SANTANDER,54418,LOURDES,,2000
592,54,NORTE DE SANTANDER,54498,OCAÑA,,2000
593,54,NORTE DE SANTANDER,54670,SAN CALIXTO,149.83,2000
594,54,NORTE DE SANTANDER,54720,SARDINATA,832.67,2000
595,54,NORTE DE SANTANDER,54800,TEORAMA,340.1,2000
596,54,NORTE DE SANTANDER,54810,TIBÚ,3187.7,2000
597,54,NORTE DE SANTANDER,54820,TOLEDO,87.83,2000
598,86,PUTUMAYO,86001,MOCOA,510.56,2000
599,86,PUTUMAYO,86320,ORITO,10854.98,2000
600,86,PUTUMAYO,86568,PUERTO ASÍS,13018.72,2000
601,86,PUTUMAYO,86569,PUERTO CAICEDO,4146.6,2000
602,86,PUTUMAYO,86571,PUERTO GUZMÁN,6153.36,2000
603,86,PUTUMAYO,86573,PUERTO LEGUÍZAMO,5368.41,2000
604,86,PUTUMAYO,86757,SAN MIGUEL (La Dorada),7983.17,2000
605,86,PUTUMAYO,86760,SANTIAGO,,2000
606,86,PUTUMAYO,86865,VALLE DEL GUAMUEZ (La Hormiga),16523.88,2000
607,86,PUTUMAYO,86885,VILLAGARZÓN,1462.69,2000
608,68,SANTANDER,68020,ALBANIA,,2000
609,68,SANTANDER,68081,BARRANCABERMEJA,196.58,2000
610,68,SANTANDER,68092,BETULIA,128.98,2000
611,68,SANTANDER,68101,BOLÍVAR,283.67,2000
612,68,SANTANDER,68176,CHIMA,18.82,2000
613,68,SANTANDER,68190,CIMITARRA,193.24,2000
614,68,SANTANDER,68209,CONFINES,26.65,2000
615,68,SANTANDER,68211,CONTRATACIÓN,,2000
616,68,SANTANDER,68235,EL CARMEN,339.74,2000
617,68,SANTANDER,68250,EL PEÑÓN,38.9,2000
618,68,SANTANDER,68255,EL PLAYÓN,28.55,2000
619,68,SANTANDER,68271,FLORIÁN,5.03,2000
620,68,SANTANDER,68307,GIRÓN,72.63,2000
621,68,SANTANDER,68322,GUAPOTÁ,,2000
622,68,SANTANDER,68324,GUAVATÁ,,2000
623,68,SANTANDER,68344,HATO,24.37,2000
624,68,SANTANDER,68377,LA BELLEZA,65.75,2000
625,68,SANTANDER,68397,LA PAZ,,2000
626,68,SANTANDER,68385,LANDÁZURI,155.42,2000
627,68,SANTANDER,68522,PALMAR,20.26,2000
628,68,SANTANDER,68524,PALMAS DEL SOCORRO,57.72,2000
629,68,SANTANDER,68573,PUERTO PARRA,117.51,2000
630,68,SANTANDER,68615,RIONEGRO,46.49,2000
631,68,SANTANDER,68655,SABANA DE TORRES,95.25,2000
632,68,SANTANDER,68689,SAN VICENTE DE CHUCURÍ,453.29,2000
633,68,SANTANDER,68720,SANTA HELENA DEL OPÓN,,2000
634,68,SANTANDER,68745,SIMACOTA,300.84,2000
635,68,SANTANDER,68755,SOCORRO,42.65,2000
636,68,SANTANDER,68773,SUCRE,50.91,2000
637,68,SANTANDER,68861,VÉLEZ,62.52,2000
638,76,VALLE DEL CAUCA,76100,BOLÍVAR,,2000
639,76,VALLE DEL CAUCA,76109,BUENAVENTURA,75.85,2000
640,76,VALLE DEL CAUCA,76001,CALI,,2000
641,76,VALLE DEL CAUCA,76126,CALIMA (El Darién),,2000
642,76,VALLE DEL CAUCA,76233,DAGUA,,2000
643,76,VALLE DEL CAUCA,76364,JAMUNDÍ,,2000
644,76,VALLE DEL CAUCA,76834,TULUÁ,,2000
645,97,VAUPÉS,97161,CARURÚ,827.76,2000
646,97,VAUPÉS,97001,MITÚ,594.41,2000
647,97,VAUPÉS,97511,PACOA (Cor. Departamental),,2000
648,97,VAUPÉS,97777,PAPUNAUA (Cor. Departamental),70.51,2000
649,97,VAUPÉS,97666,TARAIRA,,2000
650,97,VAUPÉS,97889,YAVARATÉ (Cor. Departamental),,2000
651,99,VICHADA,99773,CUMARIBO,4920.1,2000
652,99,VICHADA,99524,LA PRIMAVERA,14.59,2000
653,99,VICHADA,99624,SANTA ROSALÍA,,2000
654,91,AMAZONAS,91263,EL ENCANTO (Cor. Departamental),191.82,2001
655,91,AMAZONAS,91405,LA CHORRERA (Cor. Departamental),65.0,2001
656,91,AMAZONAS,91407,LA PEDRERA (Cor. Departamental),,2001
657,91,AMAZONAS,91430,LA VICTORIA (Pacoa) (Cor. Departamental),,2001
658,91,AMAZONAS,91460,MIRITÍ-PARANÁ (Campoamor) (Cor. Departamental),6.0,2001
659,91,AMAZONAS,91530,PUERTO ALEGRÍA (Cor. Departamental),212.34,2001
660,91,AMAZONAS,91536,PUERTO ARICA (Cor. Departamental),,2001
661,91,AMAZONAS,91669,SANTANDER (Araracuara) (Cor. Departamental),33.0,2001
662,5,ANTIOQUIA,5031,AMALFI,36.61,2001
663,5,ANTIOQUIA,5040,ANORÍ,201.25,2001
664,5,ANTIOQUIA,5045,APARTADÓ,,2001
665,5,ANTIOQUIA,5055,ARGELIA,,2001
666,5,ANTIOQUIA,5107,BRICEÑO,24.17,2001
667,5,ANTIOQUIA,5120,CÁCERES,229.11,2001
668,5,ANTIOQUIA,5134,CAMPAMENTO,,2001
669,5,ANTIOQUIA,5142,CARACOLÍ,,2001
670,5,ANTIOQUIA,5147,CAREPA,,2001
671,5,ANTIOQUIA,5148,CARMEN DE VIBORAL,,2001
672,5,ANTIOQUIA,5154,CAUCASIA,95.11,2001
673,5,ANTIOQUIA,5172,CHIGORODÓ,,2001
674,5,ANTIOQUIA,5197,COCORNÁ,,2001
675,5,ANTIOQUIA,5234,DABEIBA,40.0,2001
676,5,ANTIOQUIA,5237,DON MATÍAS,,2001
677,5,ANTIOQUIA,5250,EL BAGRE,452.25,2001
678,5,ANTIOQUIA,5284,FRONTINO,1.0,2001
679,5,ANTIOQUIA,5310,GÓMEZ PLATA,24.96,2001
680,5,ANTIOQUIA,5361,ITUANGO,134.67,2001
681,5,ANTIOQUIA,5425,MACEO,7.95,2001
682,5,ANTIOQUIA,5475,MURINDÓ,,2001
683,5,ANTIOQUIA,5480,MUTATÁ,1.0,2001
684,5,ANTIOQUIA,5483,NARIÑO,,2001
685,5,ANTIOQUIA,5495,NECHÍ,15.67,2001
686,5,ANTIOQUIA,5490,NECOCLÍ,,2001
687,5,ANTIOQUIA,5579,PUERTO BERRÍO,,2001
688,5,ANTIOQUIA,5585,PUERTO NARE,,2001
689,5,ANTIOQUIA,5591,PUERTO TRIUNFO,,2001
690,5,ANTIOQUIA,5604,REMEDIOS,443.32,2001
691,5,ANTIOQUIA,5628,SABANALARGA,,2001
692,5,ANTIOQUIA,5647,SAN ANDRÉS,,2001
693,5,ANTIOQUIA,5649,SAN CARLOS,1.0,2001
694,5,ANTIOQUIA,5652,SAN FRANCISCO,22.85,2001
695,5,ANTIOQUIA,5660,SAN LUIS,13.02,2001
696,5,ANTIOQUIA,5665,SAN PEDRO DE URABÁ,,2001
697,5,ANTIOQUIA,5667,SAN RAFAEL,9.15,2001
698,5,ANTIOQUIA,5670,SAN ROQUE,92.01,2001
699,5,ANTIOQUIA,5686,SANTA ROSA DE OSOS,3.89,2001
700,5,ANTIOQUIA,5736,SEGOVIA,211.64,2001
701,5,ANTIOQUIA,5756,SONSÓN,1.0,2001
702,5,ANTIOQUIA,5790,TARAZÁ,684.18,2001
703,5,ANTIOQUIA,5819,TOLEDO,,2001
704,5,ANTIOQUIA,5837,TURBO,,2001
705,5,ANTIOQUIA,5842,URAMITA,3.58,2001
706,5,ANTIOQUIA,5847,URRAO,,2001
707,5,ANTIOQUIA,5854,VALDIVIA,124.2,2001
708,5,ANTIOQUIA,5858,VEGACHÍ,66.41,2001
709,5,ANTIOQUIA,5873,VIGÍA DEL FUERTE,,2001
710,5,ANTIOQUIA,5885,YALÍ,89.81,2001
711,5,ANTIOQUIA,5887,YARUMAL,2.0,2001
712,5,ANTIOQUIA,5890,YOLOMBÓ,71.94,2001
713,5,ANTIOQUIA,5893,YONDÓ (Casabe),0.74,2001
714,5,ANTIOQUIA,5895,ZARAGOZA,281.81,2001
715,81,ARAUCA,81065,ARAUQUITA,1325.09,2001
716,81,ARAUCA,81300,FORTUL,265.82,2001
717,81,ARAUCA,81591,PUERTO RONDÓN,43.95,2001
718,81,ARAUCA,81736,SARAVENA,138.25,2001
719,81,ARAUCA,81794,TAME,396.23,2001
720,13,BOLÍVAR,13006,ACHÍ,1.0,2001
721,13,BOLÍVAR,13030,ALTOS DEL ROSARIO,,2001
722,13,BOLÍVAR,13042,ARENAL,53.35,2001
723,13,BOLÍVAR,13074,BARRANCO DE LOBA,,2001
724,13,BOLÍVAR,13160,CANTAGALLO,1063.4,2001
725,13,BOLÍVAR,13268,EL PEÑÓN,,2001
726,13,BOLÍVAR,13458,MONTECRISTO,103.11,2001
727,13,BOLÍVAR,13473,MORALES,184.44,2001
728,13,BOLÍVAR,13490,NOROSI,,2001
729,13,BOLÍVAR,13600,RIOVIEJO,194.49,2001
730,13,BOLÍVAR,13655,SAN JACINTO DEL CAUCA,,2001
731,13,BOLÍVAR,13667,SAN MARTÍN DE LOBA,,2001
732,13,BOLÍVAR,13670,SAN PABLO,1189.72,2001
733,13,BOLÍVAR,13688,SANTA ROSA DEL SUR,1907.35,2001
734,13,BOLÍVAR,13744,SIMITÍ,1382.2,2001
735,13,BOLÍVAR,13810,TIQUISIO (Puerto Rico),61.54,2001
736,15,BOYACÁ,15212,COPER,,2001
737,15,BOYACÁ,15223,CUBARÁ,47.3,2001
738,15,BOYACÁ,15401,LA VICTORIA,,2001
739,15,BOYACÁ,15442,MARIPÍ,,2001
740,15,BOYACÁ,15480,MUZO,,2001
741,15,BOYACÁ,15507,OTANCHE,6.68,2001
742,15,BOYACÁ,15531,PAUNA,1.0,2001
743,15,BOYACÁ,15572,PUERTO BOYACÁ,28.51,2001
744,15,BOYACÁ,15580,QUÍPAMA,,2001
745,15,BOYACÁ,15681,SAN PABLO DE BORBUR,,2001
746,15,BOYACÁ,15696,SANTA SOFÍA,,2001
747,15,BOYACÁ,15832,TUNUNGUÁ,,2001
748,17,CALDAS,17433,MANZANARES,,2001
749,17,CALDAS,17495,NORCASIA,,2001
750,17,CALDAS,17541,PENSILVANIA,,2001
751,17,CALDAS,17662,SAMANÁ,,2001
752,17,CALDAS,17867,VICTORIA,,2001
753,18,CAQUETÁ,18029,ALBANIA,180.0,2001
754,18,CAQUETÁ,18094,BELÉN DE LOS ANDAQUÍES,40.0,2001
755,18,CAQUETÁ,18150,CARTAGENA DEL CHAIRÁ,5930.52,2001
756,18,CAQUETÁ,18205,CURILLO,754.1,2001
757,18,CAQUETÁ,18247,EL DONCELLO,41.0,2001
758,18,CAQUETÁ,18256,EL PAUJIL,149.0,2001
759,18,CAQUETÁ,18001,FLORENCIA,,2001
760,18,CAQUETÁ,18460,MILÁN,525.88,2001
761,18,CAQUETÁ,18410,MONTAÑITA,568.63,2001
762,18,CAQUETÁ,18479,MORELIA,2.0,2001
763,18,CAQUETÁ,18592,PUERTO RICO,118.0,2001
764,18,CAQUETÁ,18610,SAN JOSÉ DEL FRAGUA,653.83,2001
765,18,CAQUETÁ,18753,SAN VICENTE DEL CAGUÁN,1193.14,2001
766,18,CAQUETÁ,18756,SOLANO,2039.85,2001
767,18,CAQUETÁ,18785,SOLITA,757.91,2001
768,18,CAQUETÁ,18860,VALPARAÍSO,832.48,2001
769,19,CAUCA,19022,ALMAGUER,,2001
770,19,CAUCA,19050,ARGELIA,206.34,2001
771,19,CAUCA,19075,BALBOA,19.0,2001
772,19,CAUCA,19100,BOLÍVAR,,2001
773,19,CAUCA,19110,BUENOS AIRES,,2001
774,19,CAUCA,19130,CAJIBÍO,30.48,2001
775,19,CAUCA,19142,CALOTO,,2001
776,19,CAUCA,19212,CORINTO,,2001
777,19,CAUCA,19256,EL TAMBO,1303.03,2001
778,19,CAUCA,19290,FLORENCIA,,2001
779,19,CAUCA,19318,GUAPI,55.42,2001
780,19,CAUCA,19392,LA SIERRA,,2001
781,19,CAUCA,19397,LA VEGA,,2001
782,19,CAUCA,19418,LÓPEZ,57.97,2001
783,19,CAUCA,19450,MERCADERES,,2001
784,19,CAUCA,19455,MIRANDA,,2001
785,19,CAUCA,19473,MORALES,101.98,2001
786,19,CAUCA,19532,PATÍA  (El Bordo),,2001
787,19,CAUCA,19533,PIAMONTE,899.15,2001
788,19,CAUCA,19622,ROSAS,,2001
789,19,CAUCA,19701,SANTA ROSA,,2001
790,19,CAUCA,19760,SOTARÁ (Paispamba),24.0,2001
791,19,CAUCA,19780,SUÁREZ,2.0,2001
792,19,CAUCA,19785,SUCRE,,2001
793,19,CAUCA,19807,TIMBÍO,40.92,2001
794,19,CAUCA,19809,TIMBIQUÍ,188.68,2001
795,19,CAUCA,19821,TORIBÍO,,2001
796,20,CESAR,20011,AGUACHICA,,2001
797,20,CESAR,20178,CHIRIGUANÁ,,2001
798,20,CESAR,20310,GONZÁLEZ,,2001
799,20,CESAR,20383,LA GLORIA,,2001
800,20,CESAR,20517,PAILITAS,,2001
801,20,CESAR,20550,PELAYA,,2001
802,20,CESAR,20710,SAN ALBERTO,,2001
803,20,CESAR,20770,SAN MARTÍN,,2001
804,27,CHOCÓ,27006,ACANDÍ,,2001
805,27,CHOCÓ,27025,ALTO BAUDÓ (Pie de Pató),,2001
806,27,CHOCÓ,27050,ATRATO (Yuto),,2001
807,27,CHOCÓ,27075,BAHÍA SOLANO (Mutis),,2001
808,27,CHOCÓ,27077,BAJO BAUDÓ  (Pizarro),,2001
809,27,CHOCÓ,27099,BOJAYÁ (Bellavista),,2001
810,27,CHOCÓ,27150,CARMEN DEL DARIÉN  (Curbaradó),,2001
811,27,CHOCÓ,27205,CONDOTO,,2001
812,27,CHOCÓ,27135,EL CANTÓN DEL SAN PABLO,,2001
813,27,CHOCÓ,27250,EL LITORAL DEL SAN JUAN,,2001
814,27,CHOCÓ,27361,ISTMINA,,2001
815,27,CHOCÓ,27372,JURADÓ,,2001
816,27,CHOCÓ,27413,LLORÓ,,2001
817,27,CHOCÓ,27425,MEDIO ATRATO (Beté),,2001
818,27,CHOCÓ,27430,MEDIO BAUDÓ (Boca de Pepé),,2001
819,27,CHOCÓ,27450,MEDIO SAN JUAN (Andagoya),,2001
820,27,CHOCÓ,27491,NÓVITA,,2001
821,27,CHOCÓ,27495,NUQUÍ,,2001
822,27,CHOCÓ,27001,QUIBDÓ,,2001
823,27,CHOCÓ,27580,RÍO IRÓ (Santa Rita),,2001
824,27,CHOCÓ,27600,RÍO QUITO (Paimadó),,2001
825,27,CHOCÓ,27615,RIOSUCIO,354.0,2001
826,27,CHOCÓ,27660,SAN JOSÉ DEL PALMAR,,2001
827,27,CHOCÓ,27745,SIPÍ,,2001
828,27,CHOCÓ,27787,TADÓ,,2001
829,27,CHOCÓ,27800,UNGUÍA,,2001
830,27,CHOCÓ,27810,UNIÓN PANAMERICANA (Ánimas),,2001
831,23,CÓRDOBA,23350,LA APARTADA,6.56,2001
832,23,CÓRDOBA,23466,MONTELÍBANO,40.55,2001
833,23,CÓRDOBA,23580,PUERTO LIBERTADOR,270.78,2001
834,23,CÓRDOBA,23682,SAN JOSÉ DE URÉ,,2001
835,23,CÓRDOBA,23807,TIERRALTA,322.01,2001
836,23,CÓRDOBA,23855,VALENCIA,,2001
837,25,CUNDINAMARCA,25148,CAPARRAPÍ,,2001
838,25,CUNDINAMARCA,25518,PAIME,,2001
839,25,CUNDINAMARCA,25823,TOPAIPÍ,,2001
840,25,CUNDINAMARCA,25885,YACOPÍ,1.62,2001
841,94,GUAINÍA,94343,BARRANCO MINA (Cor. Departamental),363.81,2001
842,94,GUAINÍA,94001,INIRIDA,276.0,2001
843,94,GUAINÍA,94663,MAPIRIPANA (Cor. Departamental),,2001
844,94,GUAINÍA,94888,MORICHAL (Morichal Nuevo) (Cor. Departamental),221.0,2001
845,94,GUAINÍA,94887,PANÁ PANÁ (Campo Alegre) (Cor. Departamental),68.0,2001
846,94,GUAINÍA,94884,PUERTO COLOMBIA (Cor. Departamental),191.0,2001
847,95,GUAVIARE,95015,CALAMAR,4966.03,2001
848,95,GUAVIARE,95025,EL RETORNO,4230.99,2001
849,95,GUAVIARE,95200,MIRAFLORES,11777.05,2001
850,95,GUAVIARE,95001,SAN JOSÉ DEL GUAVIARE,3089.5,2001
851,44,LA GUAJIRA,44090,DIBULLA,193.71,2001
852,44,LA GUAJIRA,44001,RIOHACHA,,2001
853,44,LA GUAJIRA,44650,SAN JUAN DEL CESAR,,2001
854,47,MAGDALENA,47053,ARACATACA,,2001
855,47,MAGDALENA,47189,CIÉNAGA,11.67,2001
856,47,MAGDALENA,47288,FUNDACIÓN,,2001
857,47,MAGDALENA,47001,SANTA MARTA (Distrito Turístico Cultural e Histórico),438.58,2001
858,50,META,50251,EL CASTILLO,,2001
859,50,META,50350,LA MACARENA,4203.06,2001
860,50,META,50400,LEJANÍAS,,2001
861,50,META,50325,MAPIRIPÁN,1805.41,2001
862,50,META,50330,MESETAS,533.66,2001
863,50,META,50450,PUERTO CONCORDIA,147.16,2001
864,50,META,50568,PUERTO GAITÁN,111.41,2001
865,50,META,50577,PUERTO LLERAS,45.78,2001
866,50,META,50573,PUERTO LÓPEZ,,2001
867,50,META,50590,PUERTO RICO,1701.2,2001
868,50,META,50683,SAN JUAN DE ARAMA,35.26,2001
869,50,META,50689,SAN MARTÍN,,2001
870,50,META,50370,URIBE,880.21,2001
871,50,META,50711,VISTAHERMOSA,1283.23,2001
872,52,NARIÑO,52019,ALBÁN (San José),,2001
873,52,NARIÑO,52036,ANCUYA,,2001
874,52,NARIÑO,52079,BARBACOAS,713.7,2001
875,52,NARIÑO,52110,BUESACO,,2001
876,52,NARIÑO,52207,CONSACÁ,,2001
877,52,NARIÑO,52210,CONTADERO,2.0,2001
878,52,NARIÑO,52215,CÓRDOBA,1.0,2001
879,52,NARIÑO,52227,CUMBAL,,2001
880,52,NARIÑO,52233,CUMBITARA,3.0,2001
881,52,NARIÑO,52250,EL CHARCO,984.49,2001
882,52,NARIÑO,52254,EL PEÑOL,,2001
883,52,NARIÑO,52256,EL ROSARIO,28.23,2001
884,52,NARIÑO,52260,EL TAMBO,,2001
885,52,NARIÑO,52520,FRANCISCO PIZARRO (Salahonda),37.42,2001
886,52,NARIÑO,52356,IPIALES,1130.45,2001
887,52,NARIÑO,52381,LA FLORIDA,,2001
888,52,NARIÑO,52385,LA LLANADA,,2001
889,52,NARIÑO,52390,LA TOLA,15.0,2001
890,52,NARIÑO,52405,LEIVA,10.0,2001
891,52,NARIÑO,52411,LINARES,,2001
892,52,NARIÑO,52418,LOS ANDES (Sotomayor),,2001
893,52,NARIÑO,52427,MAGÜÍ (Payán),1693.61,2001
894,52,NARIÑO,52435,MALLAMA (Piedrancha),,2001
895,52,NARIÑO,52473,MOSQUERA,33.97,2001
896,52,NARIÑO,52490,OLAYA HERRERA (Bocas de Satinga),14.0,2001
897,52,NARIÑO,52540,POLICARPA,15.0,2001
898,52,NARIÑO,52573,PUERRES,1.0,2001
899,52,NARIÑO,52612,RICAURTE,8.0,2001
900,52,NARIÑO,52621,ROBERTO PAYÁN (San José),1048.21,2001
901,52,NARIÑO,52678,SAMANIEGO,,2001
902,52,NARIÑO,52693,SAN PABLO,,2001
903,52,NARIÑO,52683,SANDONÁ,,2001
904,52,NARIÑO,52696,SANTA BÁRBARA (Iscuandé),232.7,2001
905,52,NARIÑO,52699,SANTA CRUZ (Guachavés),,2001
906,52,NARIÑO,52835,TUMACO,1421.36,2001
907,54,NORTE DE SANTANDER,54003,ÁBREGO,,2001
908,54,NORTE DE SANTANDER,54109,BUCARASICA,,2001
